Song Title,Artist,Song URL,Lyrics
perfect,Ed Sheeran,https://genius.com/Ed-sheeran-perfect-lyrics,perfect perfect old fashioned love ballad inspired dedicated ed fianc cherry seaborn fourth single sheeran album explained motivation found love darlin dive right follow lead well found beautiful sweet never knew someone waitin kid fell love knowin give time darlin kiss slow heart eye holdin mine baby dancin dark arm barefoot grass listenin favourite song said looked mess whispered underneath breath heard darlin look perfect tonight well found woman stronger anyone share dream hope someday home found love carry secret carry love carry child still kid love fightin odds alright time darlin hold hand future eye baby dancin dark arm barefoot grass listenin favourite song saw dress lookin beautiful deserve darlin look perfect tonight mm baby dancin dark arm barefoot grass listenin favourite song faith met angel person look perfect deserve look perfect tonight
city,Kendrick Lamar,https://genius.com/Kendrick-lamar-maad-city-lyrics,city acronym angel angel dust angry adolescence divided also reference compton based hip hop group wc maad circle leader wc kendrick lamar schoolboy pirus crips along probably gun end song seem whole city every time street hear yawk yawk yawk yawk fuck grandma stay city run brace take trip memory lane rap slingin crack move cocaine cul de sac plenty cognac major pain drill sergeant stress weighin brain boog yan yan yg lucky ride rosecrans ugly wavin hand window check warrior conans hope euphoria slow dance society driver seat first one killed seen light skinned brain blown burger stand hang tape recorder sayin ever since day lookin different back nine joey packed nine pakistan every porch fine adapt crime pack van four gun time sliding door fuck fuck shootin walkin fuckin punk pickin fuckin pump pickin sucker suck dick die sucker punch wall bullet comin ak ar duck mama said eatin free lunch aw goddamn hell broke loose killed cousin back fuck truce crawl head noose wind dead news peace treaty piecin bgs approve body top body iv top iv obviously coroner sheet isleys hop trolley sure color correct sure corporate callin mother collect governor collect tax except traffic tragic happens shit threat movin backwards suggest sleep tec buy chopper doctor speed dial guess city fuck grandma stay city run kendrick lamar schoolboy pirus crips along probably gun end song seem whole city every time street hear yawk yawk yawk wake punk as nothin compton thang real simple plain teach lesson street hood nothin compton thang fresh outta school high school grad sleepin livin room mama pad reality struck seen white car crash hit light pole two hopped foot dashed watch pop said needed job thought believed security guard month ended leavin fact fired inspired friend stage robbery third saturday clocked project tore gang sign thrown sup cocaine laced marijuana wonder rarely smoke imagine first blunt foamin mouth straight tweakin next weekend broke even made allegiance made promise bleedin reason still never life kendrick compton human sacrifice cocaine weed mixin shit since loc sherm stick butt nakeds dip flip cluck head block shit one time crooked shit block alondra rosecrans bullis compton still hood loc cool shit hood took follow rule grew hood bang rep color doin thang pas left smoke couple drive bys hood lately couple iv fuckin spray shot crowd everybody ran crew finna slay street life crave shot hit enemy heart turn brave mount regulator whip boulevard pistol grip trip hood still loc grab strap real deal outcome strap hand bird ten grand mothafucka stand told killed sixteen would believe perceive innocent kendrick seen street basketball laters eat mentioned skeleton would jump seat would intelligence great relief safe next generation maybe sleep dream bein lawyer doctor instead chopper hold cul de sac hostage kill em gossip child corn vandalizin option livin lie drown body toxin constantly drinkin drive hit powder watch flame arrive eye listen coward concept aim bang slide deposit price head tithe probably project live inside belly rough compton usa made angel angel dust scratch city compton pas dot bottle damn one fucked holdin always actin unsensitive shit word shut dot good even trip lay back drink
killshot,Eminem,https://genius.com/Eminem-killshot-lyrics,killshot killshot response machine gun kelly rap devil response alike eminem august album kamikaze dis track dropped eleven day rap devil sound shut fuck fan become hater done fuckin beard weird alright yellin mic fuckin weird beard doin yellin mic beard weird yell mic illa rihanna hit text last night left hickey neck wait dissed perplexed insult line compliment next damn really sorry want heart attack watchin mile nordictrack realized forgot call back autograph daughter wrote starter cap stan stan son listen dad mad gon name damn gun bun giant woke eye open undeniable supplyin smoke fire stoked scope grazed one call interscope swayze reply crowd yelling die petty wit corny line ow kelly still outselling three album blew talk somethin really someone daughter mouth stealin food fuckin mole hill mountain ho chill actin put chrome barrel bone marrow gunner bow arrow run phone bill sprayin lead playin dead time hold still eating cereal oatmeal fuck bowl milk wheaties cheerio takin shit em kelly need reading material dictionary slim last four album sucked back recovery shoot three album ago oops fact lil goof luxury broke enough money burn front ho younger wack funny true rather eighty year old twenty year old til hitting old age still fill whole page ten year old rage fan city lil kiddie play feel babysitting lil tay diddy okay spent whole day shootin video fuckin dig grave wake billy goat never made list next biggie jay next taylor swift iggy ho really blow kelly putting name next ja next benzino die motherfucker last motherfucker sayin hailie vain alien brain satanist biggest flop greatest hit game mine nothin changed lock slay mwah give jade kiss ta wake labor day bein rich shamed prick usin name clickbait state bliss said goddamn name ta cock back aim pop champagne moment big gon enjoy give career destroy lethal injection sleep six foot deep give effort three foot eleven look record would suck dick fuckin second lick ballsack channel give life solidified motherfuckin shit rambo bullet good fuckin machine gun outta ammo enough tatted mumble rapper fuck battle fuck kim flannel give sandal know long shady gon live shadow exhausting letting offspring lick gun barrel dance around sombrero fuckin salty young gerald ball deep inside halsey red sweater black leather dress better rap better death threat love letter little white toothpick think pic prick thanks dissing excuse mic write alike really care right losin fight picked else want kells attempt fails budden fuckin nail coffin soft cottonelle killshot fail doc still idiot bos pop pill tell skill kells day put hit day diddy admits put hit pac killed ah sick bein wack still usin mothafuckin auto tune talk sick mumble rap mouth need cock even talk sick blonde hair earring look mirror think marshall mathers mean leave dick mouth keep daughter fuckin playin diddy love
wan na know,Arctic Monkeys,https://genius.com/Arctic-monkeys-do-i-wanna-know-lyrics,wan wan second single premiered live ventura theatre ca may alex portrays obsessive lover paranoid state colour cheek ever fear shift type stick around summat teeth ace sleeve idea deep dreamt nearly every night week many secret keep tune found make think somehow play repeat fall asleep spillin drink settee feelin flow way sorta hopin stay night mainly made sayin thing tomorrow day crawlin back ever thought callin always maybe busy bein fall somebody new thought crawlin back gut wonderin heart still open wan time shuts simmer pucker sorry interrupt constantly cusp tryin kiss feel could together wanted feelin flow way sorta hopin stay night mainly made sayin thing tomorrow day crawlin back ever thought callin always maybe busy bein fall somebody new thought crawlin back feelin flow way sorta hopin stay night mainly made sayin thing tomorrow day busy bein fall ever thought callin darlin want crawlin back
nigga paris,JAŸ-Z,https://genius.com/Jay-z-and-kanye-west-niggas-in-paris-lyrics,paris kanye west xxl magazine october art meet commercial sweet spot hood hollywood conversation karl lagerfeld jay within hour gon skate one song one song ball hard motherfucker wan fine ball hard motherfucker wan fine first ta find fifty grand motherfucker please remind shit crazy shit faze net could look shit gravy shit weird even posed since right fair psycho liable michael take pick jackson tyson jordan game broke clock rollies tick tock audemars losing time hidden behind big rock shocked supposed locked escaped escaped paris getting fucked faded le meurice six day gold bottle scold model spillin ace sick behave might meet ye chi town rose moving net bk jay kanye west ball hard motherfucker wan fine shit cray shit cray shit cray ball hard motherfucker wan fine shit cray shit cray shit cray kanye west jay said ye married mall said look need crawl fore ball meet bathroom stall show deserve ball hard shit cray jay ball hard order fish fillet ball hard whip cold old thing ball hard act ever around motherfucker bougie grab hand fuck wan dance excuse french france haha sayin prince williams right ask would married kate ashley gucci louis killer drug dealer jacket margiela doctor illest suffering realness paris going gorilla even mean one know mean provocative gross get people going ball hard motherfucker wan fine ball hard motherfucker wan fine kanye west jay watching throne zone zone zone lyin actin summer mine hot home many hot bitch zone zone zone zone star building hand ceiling bout kill feeling watching throne zone zone definitely zone
godzilla,Eminem,https://genius.com/Eminem-godzilla-lyrics,magyar godzilla eminem late rapper juice wrld team first time godzilla compare monster particular become godzilla fictional sea monster known mass ugh monster swallow bottle alcohol feel godzilla better hit deck card dealer whole squad walking around party cross zombie apocalypse bobby brain heenan probably reason wrestle mania shady posse consider cross costly mistake sleepin hoe better insomnia adhd hydroxycut pas courvoisier aa ak melee finna set playdate better vacate retreat vacay mayday cray cray ray laughing way bank spray flame tame placate juice wrld eminem monster way feed monster normal day night turn monster moon shine ice road trucker look villain outta blockbuster godzilla fire spitter monster blood dance floor louis carpet fire godzilla fire monster blood dance floor louis carpet product slick rick onyx told em lick ball em appalled many thing pissed em impossible list em midst mental hospital crystal ball tryna still tomorrow risperdal voice whisper fist balled back wall pencil drawn song ballistic pulled pistol guy missile launcher loch ness mythological quick screw fifth vodka twist top bottle juice wrld eminem monster way feed monster normal day night turn monster moon shine ice road trucker look villain outta blockbuster godzilla fire spitter monster blood dance floor louis carpet fire godzilla fire monster blood dance floor louis carpet never gave damn raise hand set trip vacation plan point index ever motherfuckin finger prostate exam fan perspire liar pant fire plan retire still admire chick spazzin handsome flyer em passin hand someone flyer go around come around blade chainsaw caught flack dollar stacked right bat baseball kid ink rack much ease call diddy band call getting cheese cakewalk player motherfuckin stingy cher even lend ear even pretending care marry bury face genital area original richard ramirez cristhian rivera never sit well wan give chair paraplegic scary call hari kari ry tom dick harry carry merriam motherfuckin dictionary em swearing spit shit hilarious time put bitch obituary column eye eye staring problem shaft steering column monster trigger happy pack heat black ink evil half bad meet evil mean take back seat take back fat beat maxi single look rap sheet attracts people gangsta apache catchy jingle stack chip barely half eaten cheeto fill em venom eliminate em word minute maid em wan hurt em fit rage murderin nobody evade finna kill em dump fuckin body lake obliterating everything incinerate renegade em anybody want pen afraid nobody want gon anyway beginnin feel mentally ill attila kill killed killer bee vanilla gorilla bringin killer within outta wan enemy demon entered receivin end stupidity every bit epitome spitter vicinity motherfucker better duck finna dead minute run hundred percent fifth percent bout fuckin finish unfadable wan battle available blowin inflatable undebatable unavoidable unevadable toilet bowl trailer full money paid full afraid pull stop look plannin haha
mercy,Kanye West,https://genius.com/Kanye-west-mercy-lyrics,mercy matthew state blessed merciful shall receive mercy contrast starkly song portrayal mercy symbol materialism excess ironic use mercy well weepin moanin gnashin teeth weepin moanin gnashin teeth come sound champion sound believe believe yb big sean fuzzy jones okay lamborghini mercy chick thirsty two seat lambo tryna jerk believe okay lamborghini mercy chick thirsty two seat lambo tryna jerk okay lamborghini mercy swerve chick thirsty swerve two seat lambo tryna jerk believe okay lamborghini mercy chick thirsty two seat lambo tryna jerk big sean kanye west okay drop floor as shake ground move as quake built house as as state roll roll roll weed as tray ye ye every day day work long night long night payday finally paid need shade vacay nd still hatin much hate need ak paris perrierin white girl politickin sarah palin gettin hot californicatin give born raised yb big sean fuzzy jones okay lamborghini mercy swerve chick thirsty swerve two seat lambo swerve tryna jerk swerve believe okay lamborghini mercy swerve chick thirsty swerve two seat lambo swerve tryna jerk swerve fuzzy jones big sean well weepin moanin swerve gnashin teeth swerve weepin mournin swerve gnashin teeth swerve come sound swerve champion sound swerve believe believe swerve believe believe swerve yuugh prime time top back pimp game ho red leather cocaine rick james ho bill droppin m pac pill poppin as ho poppin blue dolphin need two coffin want heel money need bill money take time count weighs real money check neck check wrist head turnin exorcist audemars mardi gras swiss time excellence two door preference roof gone george jefferson white frost pound cake duncan hines irrelevant lambo murci lago wherever wherever pronto yb big sean fuzzy jones okay lamborghini mercy swerve chick thirsty swerve two seat lambo swerve tryna jerk swerve believe okay lamborghini mercy swerve chick thirsty swerve two seat lambo swerve tryna jerk swerve fuzzy jones big sean well weepin moanin swerve gnashin teeth swerve weepin mournin swerve gnashin teeth swerve come sound swerve champion sound swerve believe believe swerve believe swerve well weepin moanin gnashin teeth dancehall teeth gwan rub pon dem gum cuh time come sound champion sound bugle blown fi many time still one time left cuh amount stripe weh deh pon shoulder kanye west chainz suicide door threw suicide tour bus threw suicide private jet mean fly death step def jam buildin shit em gim fifty million quit rapper taste level waist level turn bass til face level press press kid plus look precious somethin bout mary gone molly whole party melting dal everybody movin body sell apartment move lobby yah loiterin feel important gon lawyer jordan chainz chainz big sean okay catch campaign coupe color mayonnaise drunk high time drinkin champagne airplane spit round gun range rampage hundred band cut need band aid grade chain color akon black diamond backpack rhymin co signed louis vuitton yep horsepower horsepower polo horsepower pound cost four thousand rain want shower rain pourin car foreign broad foreign money tall jordan yb big sean fuzzy jones okay lamborghini mercy swerve chick thirsty swerve two seat lambo swerve tryna jerk swerve okay lamborghini mercy swerve chick thirsty swerve two seat lambo swerve believe tryna jerk swerve believe fuzzy jones big sean well weepin moanin swerve gnashin teeth swerve weepin moanin swerve gnashin teeth swerve come sound swerve champion sound swerve believe believe swerve believe believe swerve well weepin moanin gnashin teeth weepin moanin gnashin teeth come sound champion sound believe believe believe believe
rockstar,Post Malone,https://genius.com/Post-malone-rockstar-lyrics,
jocelyn flores,XXXTENTACION,https://genius.com/Xxxtentacion-jocelyn-flores-lyrics,magyar shqip jocelyn flores jocelyn flores friend suffered depression committed suicide may staying florida photoshoot posted tweet situation later well well mean anything pretty xxxtentacion shiloh dynasty somewhere somewhere trapped mind holding wan pretend something nothing stuck thinking bout hold pretty pain wan put ten shot brain trippin bout thing change suicidal time tame picture bed phone call fucked killed summer nobody helped ever since hate wan fuckin end pessimistic wan pot piss excited bout grave diggin havin conversation bout haste decision fuckin sickenin time memory surface grapevine bout uncle playin slip knot traumatic stress fucked fucked since couple month locked feelin pain feelin pain hold feel numb feelin pain feelin pain hold feel numb well well mean anything pretty well
hotline bling,Drake,https://genius.com/Drake-hotline-bling-lyrics,hotline bling hotline bling likely drake old flame toronto nebby relationship god time instagram account constant reminder never used call used used used call cell phone late night need love call cell phone late night need love hotline bling mean one thing hotline bling mean one thing ever since left city reputation everybody know feel left stressed ever since left city started wearin less goin glass champagne dance floor hangin girl never seen used call cell phone late night need love call cell phone late night need love hotline bling mean one thing hotline bling mean one thing ever since left city along feel wrong goin place belong ever since left city exactly asked runnin page passport hangin girl never seen used call cell phone late night need love call cell phone late night need love hotline bling mean one thing hotline bling mean one thing day wonder bendin backwards someone else wonder rollin backwoods someone else thing taught gettin nasty someone else need one else need nobody else never alone always touchin road used always stay home good zone right someone else used call cell phone late night need love call cell phone late night need love hotline bling mean one thing hotline bling mean one thing ever since left city
mask,Future,https://genius.com/Future-mask-off-lyrics,mask mask serf rag rich story explores surface future past trapping living life luxury slow syrupy production metro boomin sample song call hendrix promise swear swear heard spit percocets molly percocets percocets molly percocets rep set ta rep set chase check never chase mask fuck mask mask fuck mask percocets molly percocets chase check never chase two cup toast gang food stamp whole nother domain yah bottom livin proof compromisin half million coupe drug house lookin peru graduated overdue pink molly barely move ask gon bust move rick james thirty three chain ocean air cruisin biscayne top liability hit gas boostin adrenaline percocets molly percocets percocets molly percocets rep set ta rep set chase check never chase mask fuck mask mask fuck mask percocets molly percocets chase check never chase ford maybach drive anything buy range em insane lord praise guillotine drank promethazine tec beam extreme parliament calamari wednesday parlay vega attendance business theodore lens theo dur prescription focus mission intermission never take break switch state touch foreign plate way fuckin way call play play rob bank gon rob game gang gang percocets molly percocets percocets molly percocets rep set ta rep set chase check never chase mask fuck mask mask fuck mask percocets molly percocets chase check never chase mask fuck mask mask fuck mask mask fuck mask gas gone never nod cold chill prison cell lord praise
closer,The Chainsmokers,https://genius.com/The-chainsmokers-closer-lyrics,closer closer millennial romance anthem celebrates youth heartbreak feature singer songwriter halsey chainsmokers member andrew taggart marking first time chainsmokers fine met drink much issue okay friend nice meet hope never break heart moved city broke car four year call lookin pretty hotel bar stop stop baby pull closer backseat rover afford bite tattoo shoulder pull sheet right corner mattress stole roommate back boulder ever gettin older ever gettin older ever gettin older look good day met forget left insane stay play blink song death tucson okay halsey halsey andrew taggart break heart moved city broke car four year call lookin pretty hotel bar stop stop baby pull closer backseat rover afford bite tattoo shoulder pull sheet right corner mattress stole roommate back boulder ever gettin older ever gettin older ever gettin older baby pull closer backseat rover afford bite tattoo shoulder pull sheet right corner mattress stole roommate back boulder ever gettin older andrew taggart halsey andrew taggart halsey ever gettin older ever gettin older ever gettin older ever gettin older ever gettin older ever gettin older ever gettin older ever gettin older drop halsey halsey andrew taggart older ever gettin older older ever gettin older
swimming pool drank,Kendrick Lamar,https://genius.com/Kendrick-lamar-swimming-pools-drank-lyrics,swimming pool swimming pool lead single good kid city address psychological connection peer pressure alcoholism sound club anthem actually introspective pour head shot sit stand pas wake faded faded done grew round people livin life bottle granddaddy golden flask backstroke every day chicago people way feel people wan kill sorrow people wan fit popular problem dark room loud tune lookin vow soon fucked fillin cup crowd mood changin minute record repeat took sip another sip somebody said babysittin two three shot show turn notch first swimming pool full liquor dive pool full liquor dive wave bottle watch em flock girl wan play baywatch swimming pool full liquor dive po pool full liquor dive pour head shot sit stand pas wake faded faded okay open mind listen kendrick conscience hear history kendrick nauseous right hopin lead victory kendrick take another one drown poison abusin limit think feelin vibe love eye feelin freedom granted soon damage vodka arrived capitalize parental advised apparently influenced doin thought doin til someone said babysittin two three shot show turn notch first swimming pool full liquor dive pool full liquor dive wave bottle watch em flock girl wan play baywatch swimming pool full liquor dive po pool full liquor dive pour head shot sit stand pas wake faded faded ride ride bang one chopper one hundred shot bang hop bang two chopper two hundred shot bang ride ride bang one chopper one hundred shot bang hop bang two chopper two hundred shot bang babysittin two three shot show turn notch first swimming pool full liquor dive pool full liquor dive wave bottle watch em flock girl wan play baywatch swimming pool full liquor dive po pool full liquor dive pour head shot sit stand pas wake faded faded sherane sherane sherane sherane aw sherane takin takin life new appetite failure hunger pain grow insane sound familiar makin excuse relief bottom bottle greenest indo leaf window open release everything corrode inside jokin laugh feel bad probably sleep never ever wake never ever wake never ever wake god trust thought enough stomped homie dot good blood drop drop back straight trippin gon shit pop shot gon ru run opposite way fall right lap gon tear as simple hope set gon pop wait hold somebody car door open gunshot fired aha dot good good bl oo good dave good dave dave somethin dave as killed brother
money tree,Kendrick Lamar,https://genius.com/Kendrick-lamar-money-trees-lyrics,money tree explained credit feeding time ktt summary dot recap story far talk robbing house home invasion persuasive vacant tryna ya bish hit house lick ya bish home invasion persuasive nine five vacant ya bish dream livin life rapper back condom wrapper cool fucked sherane went bros usher raymond burn came hot sauce top ramen ya bish park car start rhymin ya bish thing free mind freeze dollar sign lookin easy ya bish silver spoon ya bish lifestyle never knew reverend revenue halle berry hallelujah pick poison doin everybody gon respect shooter one front gun life forever one front gun forever hustlin day way way canal alleyway money tree perfect place shade feel nah nah dollar might fuck main feel nah dollar might fuck came feel nah nah dollar might lane switch feel nah dollar might turn million rich feel dream livin life rapper bump new school big ballin homies earl stevens u thinkin rational back reality poor ya bish another casualty war ya bish two bullet uncle tony head said one day tour ya bish louis burger never louis belt never ease pain purchase day jerkin pull church pirellis skrrtin gang sign window ya bish hopin em offend ya bish hood pot gold gon crash nobody home halle berry hallelujah pick poison doin everybody gon respect shooter one front gun life forever one front gun forever hustlin day way way canal alleyway money tree perfect place shade feel nah nah dollar might fuck main feel nah dollar might fuck came feel nah nah dollar might lane switch feel nah dollar might turn million rich feel last one dough way love one bucket headed hoe way hit street break code way hit brake patrol way last one dough way love one bucket headed hoe way hit street break code way hit brake patrol way magine rock project pick pocket santa claus miss stocking liquor spillin pistol poppin bakin soda yola whippin turkey thanksgivin homeboy domed hope lord forgive pot cocaine residue every day hustlin else thug eatin cheese government ta provide daughter nem fuck way bish drum band parade bish drop work bush hope boy stash truth last time might as garden grass cut serpent lurkin blood bitch sellin pussy sellin drug good broken promise steal watch time take kick foot locker street heater dungaree dream gettin shaded money tree halle berry hallelujah pick poison doin everybody gon respect shooter one front gun life forever one front gun forever hustlin day way way canal alleyway money tree perfect place shade feel paula duckworth kenneth duckworth kendrick bring car back called another appointment figured gon back time anyway look shit shit wan house one feelin good motherfucker shit tryna thing goin want body going merlin house bring car back want body shit faded feelin good look listen big fat as want body want body big fat as high hell want body big shit even trippin domino bring car back somebody domino
hate love,gnash,https://genius.com/Gnash-i-hate-u-i-love-u-lyrics,hate love olivia brien gnash pair create conflicting love story gnash simply described track missing someone suck important feel time duo feeling used still missing end wan feel kiss lip time passing still seem hurt every time realize much need hate love hate love want put nobody else hate love hate want want need never miss sleep right coffee right eat miss front seat still sand sweater night remember miss miss fucked around attached friend break heart always tired never pulled shit put reel bite shit type text never mind shit feeling never mind shit keep low still love friend wanted would would never hate love hate love want put nobody else hate love hate want want need never mean harm miss arm wedding bell alarm caution tape around heart ever wonder could said fucking lie lie fucking fix drink feeling fucking mixed always missing people missing sometimes ta burn bridge create distance control thought stop reminiscing learned dad good feeling love trust gone guess moving everyone right wrong every lonely night sing song olivia brien gnash hate love hate love want put nobody else hate love hate want want need never olivia brien gnash alone watch watch ever seen care never give damn alone watch watch thing ever seen never notice slowly killing hate love hate love want put nobody else hate love hate want want need never
mr brightside,The Killers,https://genius.com/The-killers-mr-brightside-lyrics,mr brightside killer first ever recorded song demo song composed guitarist dave keuning brandon flower recorded released single comin cage doin fine ta ta want started kiss end kiss kiss falling asleep calling cab smoke taking drag goin bed stomach sick head touching chest take dress look killing taking control jealousy turning saint sea swimming sick lullaby choking alibi price pay destiny calling open eager eye mr brightside comin cage doin fine ta ta want started kiss end kiss falling asleep calling cab havin smoke taking drag goin bed stomach sick head touching chest take dress look killing taking control jealousy turning saint sea swimming sick lullaby choking alibi price pay destiny calling open eager eye mr brightside never never never never
fly moon,Frank Sinatra,https://genius.com/Frank-sinatra-and-count-basie-fly-me-to-the-moon-lyrics,fly moon fly moon popular standard song bart howard originally titled word introduced felicia sander cabaret song became known popularly fly moon play among star spring jupiter mar word hold hand word baby kiss fill heart song sing forevermore long worship adore word please true word love fill heart song sing forevermore long worship adore word please true word word love
role modelz,J. Cole,https://genius.com/J-cole-no-role-modelz-lyrics,role modelz cole belief shallow materialistic hoe way role model talentless reality tv star cole also role model growing first thing first rest peace uncle phil real father ever knew pregnant better prophecy made way back ville fulfilled listen even back broke team ill martin luther king woulda dreamville talk one time sister one time ho lame difference one time save wan saved save wan saved save wan saved save wan saved role model right role model speak searchin memory memory find one last night gettin foot rubbed baddest trina swear god call good sorry never comin home stay good hang phone proceed lay wood came fast white neighborhood shame bout think spoiled rich defensive said nah without thought back back better list celebrity fore started callin bitch bitch heavily back could platinum plaque without melody wadn sweatin one time sister one time ho lame difference one time save wan saved save wan saved save wan saved save wan saved want real love dark skinned aunt viv love jada love leave toothbrush crib love ta wonder whether kid love want reality show touch reality hoe hollywood bringin back five six hoe fuck em kick em deserved bird bird trap think rap would flirt back takin skirt wear shirt fore leave need shirt back one time sister one time ho lame difference one time save wan saved save wan saved save wan saved save wan saved old saying tennessee texas probably tennessee say fool shame shame fool fooled fool one time shame fool twice put blame fool three time fuck peace sign load chopper rain fool one time shame fool twice put blame fool three time fuck peace sign load chopper rain regret young lisa bonet regret young nia long left hoe reality show hand script prolly along regret young sade adu regret could never take aaliyah home left hoe greystone stale face song shallow pussy deep shallow pussy deep shallow pussy deep haha shallow pussy deep save wan saved save wan saved save wan saved save wan saved save wan saved save wan saved save wan saved save wan saved
twelve day christmas,Christmas Songs,https://genius.com/Christmas-songs-the-twelve-days-of-christmas-lyrics,twelve day christmas twelve day christmas christmas carol enumerates day gift given twelve day christmas frederic austin known popularize arrangement first day christmas true love sent partridge pear tree second day christmas true love sent two turtle dove partridge pear tree third day christmas true love sent three french hen two turtle dove partridge pear tree fourth day christmas true love sent four calling bird three french hen two turtle dove partridge pear tree fifth day christmas true love sent five golden ring four calling bird three french hen two turtle dove partridge pear tree sixth day christmas true love sent six goose laying five golden ring four calling bird three french hen two turtle dove partridge pear tree seventh day christmas true love sent seven swan swimming six goose laying five golden ring four calling bird three french hen two turtle dove partridge pear tree eighth day christmas true love sent eight maid milking seven swan swimming six goose laying five golden ring four calling bird three french hen two turtle dove partridge pear tree ninth day christmas true love sent nine lady dancing eight maid milking seven swan swimming six goose laying five golden ring four calling bird three french hen two turtle dove partridge pear tree tenth day christmas true love sent ten lord leaping nine lady dancing eight maid milking seven swan swimming six goose laying five golden ring four calling bird three french hen two turtle dove partridge pear tree eleventh day christmas true love sent eleven piper piping ten lord leaping nine lady dancing eight maid milking seven swan swimming six goose laying five golden ring four calling bird three french hen two turtle dove partridge pear tree twelfth day christmas true love sent twelve drummer drumming eleven piper piping ten lord leaping nine lady dancing eight maid milking seven swan swimming six goose laying five golden ring four calling bird three french hen two turtle dove partridge pear tree
best part,Daniel Caesar,https://genius.com/Daniel-caesar-best-part-lyrics,best best simple though beautiful love song intensity singer value partner teasing several picture instagram possible collaboration daniel caesar babe hold kiss slowly sweetest thing change way would coffee need morning sunshine rain pouring give give wan wan beautiful star follow matter far life movie best best best sunrise brown eye yes one desire wake love make feel nice water stuck desert tylenol take head hurt sunshine life wan beautiful star follow matter far life movie best best best love something love love something love love love something love love something love love love something love love something love love
alexander hamilton,Leslie Odom Jr.,https://genius.com/Leslie-odom-jr-anthony-ramos-daveed-diggs-okieriete-onaodowan-lin-manuel-miranda-phillipa-soo-christopher-jackson-and-original-broadway-cast-of-hamilton-alexander-hamilton-lyrics,bosanski alexander hamilton hamilton overture eleven note orchestral introduction hamilton seven rhythmic orchestral note rhythmic motif throwing away shot four string note bastard orphan son whore scotsman dropped middle forgotten spot caribbean providence impoverished squalor grow hero scholar ten dollar founding father without father lot farther working lot harder lot smarter self starter fourteen placed charge trading charter every day slave slaughtered carted away across wave struggled kept guard inside longing something brother ready beg steal borrow barter hurricane came devastation reigned saw future drip dripping drain put pencil temple connected brain wrote first testament pain well word around said kid insane took collection send mainland education forget whence came world gon name name alexander hamilton name alexander hamilton million thing done wait wait ten father split full debt ridden two year later alex mother bed ridden half dead sittin sick scent thick alex better mother went quick george washington washington company moved cousin cousin committed suicide left nothin ruined pride something new inside voice sayin alex ta fend started retreatin readin every treatise shelf burr company burr company would nothin left someone less astute woulda dead destitute without cent restitution started workin clerkin late mother landlord tradin sugar cane rum thing afford scammin every book hand plannin future stand bow ship headed new land new york new company hamilton new york new wait new york new wait new york new woman men new york new york wait alexander hamilton waiting wing could never back never learned take time alexander hamilton america sings overcame rewrote game world never burr men company ship harbor spot wait another immigrant comin bottom wait enemy destroyed rep america forgot fought died trusted loved damn fool shot million thing done wait name alexander hamilton
die smile,Lady Gaga,https://genius.com/Lady-gaga-and-bruno-mars-die-with-a-smile-lyrics,ti ng vi bahasa indonesia dansk die smile die smile comeback single lady gaga bruno mar released music two three year song surprise announced day release august woke dream goodbye mean since survived realized wherever follow nobody promised tomorrow love every night last night last night world ending wan next party time earth wan hold die smile world ending wan next lady gaga lady gaga bruno mar lost lost word scream even wan anymore already mean love war worth fighting wherever follow nobody promised tomorrow love every night last night last night lady gaga bruno mar lady gaga world ending wan next party time earth wan hold die smile world ending wan next bruno mar lady gaga right next next right next lady gaga lady gaga bruno mar bruno mar world ending wan next party time earth wan hold die smile world ending wan next world ending wan next bruno mar lady gaga bruno mar wan next
dna,Kendrick Lamar,https://genius.com/Kendrick-lamar-dna-lyrics,bosanski dna dna kendrick lamar adopts multiple viewpoint celebrating critiquing exploring black heritage culture music video kendrick actor cheadle appear trade bar engaging loyalty royalty inside dna cocaine quarter piece war peace inside dna power poison pain joy inside dna hustle though ambition flow inside dna born since one immaculate conception transform perform yeshua new weapon contemplate meditate fucking head put kid bed realness kill shit dna million rich buildin dna dark evil rot inside dna troublesome heart inside dna win win wimbledon serve sound engine bird firework corvette tire skrrt boulevard work hormone prolly switch inside dna problem sucker shit inside dna daddy prolly snitched heritage inside dna backbone exist born outside jellyfish gauge pedigree definitely tolerate front shit prolly offend paula oldest son murder conviction burner booster burglar ballers dead redemption scholar father dead kid wish fed forgiveness soldier dna soldier dna born inside beast expertise checked second grade nine sale motel nowhere stay twenty nine done well hit cartwheel estate gon shine supposed antisocial extrovert excellent mean extra work absentness fuck heard pessimist never struck nerve nazareth gon plead case reason power earth salute truth prophet kendrick lamar geraldo rivera loyalty royalty inside dna hip hop done damage young african american racism recent year loyalty royalty inside dna live better life rollin several dice fuck life loyalty royalty inside dna live fuck life five four three two one heritage inheritin money power mecca marriage somethin motherfucker nothin rather die listen dna imitation dna abomination matrix dodgin bullet reapin sow stackin footage livin sleepin villa sippin grammy walkin buildin diamond ceilin marble floor beach inside window peekin window baby pool godfather goal lord know goin hammer dodgin paparazzo freakin camera eat four daughter brock wearin sandal yoga monday stretchin nirvana watchin snake curvin fake phone never conversate compromise penetrate sex money murder break time level number nine look sky ten way sentence way killing way motherfucker winner way shit without body belt shit without ticket plate sick enough pull rich enough hit lot skate destruction gon fate gon fate gon faith peace world rotate sex money murder dna
